Fiscal Year,Land Class,Land Category,State,County,FIPS Code,Offshore Region,Product,Volume
2003,Federal,Onshore,Colorado,Jackson,"08057","",Oil (bbl),123789
2003,Federal,Onshore,Colorado,Kiowa,"08061","",Gas (mcf),12682
2003,Federal,Onshore,Colorado,Kiowa,"08061","",Oil (bbl),2084
2003,Federal,Onshore,Colorado,Kit Carson,"08063","",Gas (mcf),43
2003,Federal,Onshore,Colorado,Kit Carson,"08063","",Oil (bbl),31
2003,Federal,Onshore,Colorado,La Plata,"08067","",Coal,292546
2003,Federal,Onshore,Colorado,La Plata,"08067","",Gas (mcf),12699634
2003,Federal,Onshore,Colorado,La Plata,"08067","",Oil (bbl),72
2003,Federal,Onshore,Colorado,Larimer,"08069","",Gas (mcf),343
2003,Federal,Onshore,Colorado,Larimer,"08069","",Oil (bbl),1292
2003,Federal,Onshore,Colorado,Las Animas,"08071","",Gas (mcf),2073824
2003,Federal,Onshore,Colorado,Logan,"08075","",Gas (mcf),1440
2003,Federal,Onshore,Colorado,Logan,"08075","",Oil (bbl),860
2003,Federal,Onshore,Colorado,Mesa,"08077","",Gas (mcf),6334845
2003,Federal,Onshore,Colorado,Mesa,"08077","",Oil (bbl),1818
2003,Federal,Onshore,Colorado,Moffat,"08081","",Coal,6395636
2003,Federal,Onshore,Colorado,Moffat,"08081","",Gas (mcf),16475078
2003,Federal,Onshore,Colorado,Moffat,"08081","",Oil (bbl),251982
2003,Federal,Onshore,Colorado,Montezuma,"08083","",Gas (mcf),103672379
2003,Federal,Onshore,Colorado,Montezuma,"08083","",Oil (bbl),306645
2003,Federal,Onshore,Colorado,Morgan,"08087","",Oil (bbl),1254
2003,Federal,Onshore,Colorado,Prowers,"08099","",Gas (mcf),10718
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Carbon dioxide (ton),2553
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Coal,1738129
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Gas (mcf),50485030
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Oil (bbl),3030327
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Soda ash,574741
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Sodium bi-carbonate,151916
2003,Federal,Onshore,Colorado,Routt,"08107","",Coal,555249
2003,Federal,Onshore,Colorado,Routt,"08107","",Gas (mcf),14594
2003,Federal,Onshore,Colorado,Routt,"08107","",Oil (bbl),13804
2003,Federal,Onshore,Colorado,San Miguel,"08113","",Gas (mcf),17624591
2003,Federal,Onshore,Colorado,San Miguel,"08113","",Oil (bbl),23987
2003,Federal,Onshore,Colorado,Washington,"08121","",Gas (mcf),94955
2003,Federal,Onshore,Colorado,Washington,"08121","",Oil (bbl),12150
2003,Federal,Onshore,Colorado,Weld,"08123","",Gas (mcf),2643641
2003,Federal,Onshore,Colorado,Weld,"08123","",Oil (bbl),186717
2003,Federal,Onshore,Colorado,Yuma,"08125","",Gas (mcf),864587
2003,Federal,Onshore,Florida,Polk,"12105","",Phosphate raw ore,558663
2003,Federal,Onshore,Florida,Santa Rosa,"12113","",Gas (mcf),57
2003,Federal,Onshore,Florida,Santa Rosa,"12113","",Oil (bbl),1145
2003,Federal,Onshore,Idaho,Caribou,"16029","",Phosphate raw ore,4721828
2003,Federal,Onshore,Illinois,Clinton,"17027","",Gas (mcf),300
2003,Federal,Onshore,Illinois,Clinton,"17027","",Oil (bbl),26146
2003,Federal,Onshore,Illinois,Fayette,"17051","",Oil (bbl),97
2003,Federal,Onshore,Illinois,Franklin,"17055","",Gas (mcf),7853
2003,Federal,Onshore,Illinois,Franklin,"17055","",Oil (bbl),14985
2003,Federal,Onshore,Kansas,Comanche,"20033","",Gas (mcf),9066
2003,Federal,Onshore,Kansas,Comanche,"20033","",Oil (bbl),1
2003,Federal,Onshore,Kansas,Ellsworth,"20053","",Gas (mcf),20774
2003,Federal,Onshore,Kansas,Finney,"20055","",Gas (mcf),1846286
2003,Federal,Onshore,Kansas,Finney,"20055","",Oil (bbl),23229
2003,Federal,Onshore,Kansas,Gove,"20063","",Oil (bbl),1990
2003,Federal,Onshore,Kansas,Grant,"20067","",Gas (mcf),206722
2003,Federal,Onshore,Kansas,Hamilton,"20075","",Gas (mcf),64599
2003,Federal,Onshore,Kansas,Haskell,"20081","",Gas (mcf),546590
2003,Federal,Onshore,Kansas,Haskell,"20081","",Oil (bbl),30174
2003,Federal,Onshore,Kansas,Kearny,"20093","",Gas (mcf),3238683
2003,Federal,Onshore,Kansas,Kearny,"20093","",Oil (bbl),21397
2003,Federal,Onshore,Kansas,Lane,"20101","",Oil (bbl),5693
2003,Federal,Onshore,Kansas,Meade,"20119","",Gas (mcf),12714
2003,Federal,Onshore,Kansas,Meade,"20119","",Oil (bbl),18
2003,Federal,Onshore,Kansas,Morton,"20129","",Gas (mcf),4960549
2003,Federal,Onshore,Kansas,Morton,"20129","",Oil (bbl),37955
2003,Federal,Onshore,Kansas,Seward,"20175","",Gas (mcf),253468
2003,Federal,Onshore,Kansas,Seward,"20175","",Oil (bbl),591
2003,Federal,Onshore,Kansas,Stanton,"20187","",Gas (mcf),59949
2003,Federal,Onshore,Kansas,Stevens,"20189","",Gas (mcf),543046
2003,Federal,Onshore,Kansas,Stevens,"20189","",Oil (bbl),58
2003,Federal,Onshore,Kansas,Trego,"20195","",Oil (bbl),2556
2003,Federal,Onshore,Kentucky,Clay,"21051","",Gas (mcf),47350
2003,Federal,Onshore,Kentucky,Floyd,"21071","",Gas (mcf),14645
2003,Federal,Onshore,Kentucky,Henderson,"21101","",Oil (bbl),9308
2003,Federal,Onshore,Kentucky,Lawrence,"21127","",Gas (mcf),2166
2003,Federal,Onshore,Kentucky,Leslie,"21131","",Gas (mcf),97457
2003,Federal,Onshore,Kentucky,Leslie,"21131","",Oil (bbl),712
2003,Federal,Onshore,Kentucky,Letcher,"21133","",Gas (mcf),865
2003,Federal,Onshore,Kentucky,Mccreary,"21147","",Gas (mcf),1036
2003,Federal,Onshore,Kentucky,Pike,"21195","",Gas (mcf),41482
2003,Federal,Onshore,Kentucky,Whitley,"21235","",Gas (mcf),18819
2003,Federal,Onshore,Louisiana,Beauregard,"22011","",Gas (mcf),996
2003,Federal,Onshore,Louisiana,Beauregard,"22011","",Oil (bbl),178
2003,Federal,Onshore,Louisiana,Bienville,"22013","",Gas (mcf),46669
2003,Federal,Onshore,Louisiana,Bienville,"22013","",Oil (bbl),65
2003,Federal,Onshore,Louisiana,Bossier,"22015","",Gas (mcf),7455483
2003,Federal,Onshore,Louisiana,Bossier,"22015","",Oil (bbl),33725
2003,Federal,Onshore,Louisiana,Caddo,"22017","",Gas (mcf),10543
2003,Federal,Onshore,Louisiana,Caddo,"22017","",Oil (bbl),8996
2003,Federal,Onshore,Louisiana,Calcasieu,"22019","",Gas (mcf),115508
2003,Federal,Onshore,Louisiana,Calcasieu,"22019","",Oil (bbl),540
2003,Federal,Onshore,Louisiana,Cameron,"22023","",Gas (mcf),289
2003,Federal,Onshore,Louisiana,Cameron,"22023","",Oil (bbl),7
2003,Federal,Onshore,Louisiana,Claiborne,"22027","",Gas (mcf),241265
2003,Federal,Onshore,Louisiana,Claiborne,"22027","",Oil (bbl),31219
2003,Federal,Onshore,Louisiana,De Soto,"22031","",Gas (mcf),10372
2003,Federal,Onshore,Louisiana,East Baton Rouge,"22033","",Gas (mcf),209444
2003,Federal,Onshore,Louisiana,East Baton Rouge,"22033","",Oil (bbl),20354
2003,Federal,Onshore,Louisiana,Lafourche,"22057","",Gas (mcf),1348
2003,Federal,Onshore,Louisiana,Lafourche,"22057","",Oil (bbl),1377
2003,Federal,Onshore,Louisiana,La Salle,"22059","",Gas (mcf),1418
2003,Federal,Onshore,Louisiana,La Salle,"22059","",Oil (bbl),1009
2003,Federal,Onshore,Louisiana,Lincoln,"22061","",Gas (mcf),41497
2003,Federal,Onshore,Louisiana,Lincoln,"22061","",Oil (bbl),889
2003,Federal,Onshore,Louisiana,Morehouse,"22067","",Gas (mcf),1516
2003,Federal,Onshore,Louisiana,Natchitoches,"22069","",Gas (mcf),15981
2003,Federal,Onshore,Louisiana,Natchitoches,"22069","",Oil (bbl),465
2003,Federal,Onshore,Louisiana,Ouachita,"22073","",Gas (mcf),603
2003,Federal,Onshore,Louisiana,Plaquemines,"22075","",Gas (mcf),4096452
2003,Federal,Onshore,Louisiana,Plaquemines,"22075","",Oil (bbl),234087
2003,Federal,Onshore,Louisiana,Rapides,"22079","",Gas (mcf),122972
2003,Federal,Onshore,Louisiana,Rapides,"22079","",Oil (bbl),52336
2003,Federal,Onshore,Louisiana,S Pass,"22721","",Gas (mcf),19818
2003,Federal,Onshore,Louisiana,S Pass,"22721","",Oil (bbl),23547
2003,Federal,Onshore,Louisiana,St. Martin,"22099","",Gas (mcf),1810
2003,Federal,Onshore,Louisiana,St. Martin,"22099","",Oil (bbl),937
2003,Federal,Onshore,Louisiana,Terrebonne,"22109","",Gas (mcf),261161
2003,Federal,Onshore,Louisiana,Terrebonne,"22109","",Oil (bbl),560
2003,Federal,Onshore,Louisiana,Union,"22111","",Gas (mcf),6072
2003,Federal,Onshore,Louisiana,Vermilion,"22113","",Gas (mcf),483
2003,Federal,Onshore,Louisiana,Vermilion,"22113","",Oil (bbl),9061
2003,Federal,Onshore,Louisiana,Vernon,"22115","",Gas (mcf),157080
2003,Federal,Onshore,Louisiana,Vernon,"22115","",Oil (bbl),43334
2003,Federal,Onshore,Louisiana,W Delta,"22719","",Gas (mcf),22370
2003,Federal,Onshore,Louisiana,W Delta,"22719","",Oil (bbl),521
2003,Federal,Onshore,Louisiana,Webster,"22119","",Gas (mcf),43383
2003,Federal,Onshore,Louisiana,Webster,"22119","",Oil (bbl),4923
2003,Federal,Onshore,Louisiana,Winn,"22127","",Gas (mcf),143736
2003,Federal,Onshore,Louisiana,Winn,"22127","",Oil (bbl),4146
2003,Federal,Onshore,Michigan,Alcona,"26001","",Gas (mcf),391
2003,Federal,Onshore,Michigan,Allegan,"26005","",Oil (bbl),218
2003,Federal,Onshore,Michigan,Clare,"26035","",Gas (mcf),100714
2003,Federal,Onshore,Michigan,Clare,"26035","",Oil (bbl),1720
2003,Federal,Onshore,Michigan,Crawford,"26039","",Gas (mcf),244649
2003,Federal,Onshore,Michigan,Grand Traverse,"26055","",Gas (mcf),16826
2003,Federal,Onshore,Michigan,Kalkaska,"26079","",Gas (mcf),81319
2003,Federal,Onshore,Michigan,Kalkaska,"26079","",Oil (bbl),5405
2003,Federal,Onshore,Michigan,Montmorency,"26119","",Gas (mcf),1087198
2003,Federal,Onshore,Michigan,Oscoda,"26135","",Gas (mcf),1265444
2003,Federal,Onshore,Michigan,Oscoda,"26135","",Oil (bbl),13063
2003,Federal,Onshore,Michigan,Otsego,"26137","",Gas (mcf),18798
2003,Federal,Onshore,Michigan,Roscommon,"26143","",Gas (mcf),14671
2003,Federal,Onshore,Michigan,Roscommon,"26143","",Oil (bbl),6293
2003,Federal,Onshore,Mississippi,Adams,"28001","",Oil (bbl),31960
2003,Federal,Onshore,Mississippi,Chickasaw,"28017","",Gas (mcf),43926
2003,Federal,Onshore,Mississippi,Covington,"28031","",Gas (mcf),1231
2003,Federal,Onshore,Mississippi,Covington,"28031","",Oil (bbl),390
2003,Federal,Onshore,Mississippi,Forrest,"28035","",Gas (mcf),37080
2003,Federal,Onshore,Mississippi,Forrest,"28035","",Oil (bbl),253
2003,Federal,Onshore,Mississippi,Franklin,"28037","",Gas (mcf),15037
2003,Federal,Onshore,Mississippi,Franklin,"28037","",Oil (bbl),105260
2003,Federal,Onshore,Mississippi,Hancock,"28045","",Gas (mcf),2879
2003,Federal,Onshore,Mississippi,Hancock,"28045","",Oil (bbl),26
2003,Federal,Onshore,Mississippi,Jasper,"28061","",Gas (mcf),276
2003,Federal,Onshore,Mississippi,Jasper,"28061","",Oil (bbl),1
2003,Federal,Onshore,Mississippi,Jefferson Davis,"28065","",Gas (mcf),13518
2003,Federal,Onshore,Mississippi,Jefferson Davis,"28065","",Oil (bbl),46
2003,Federal,Onshore,Mississippi,Jones,"28067","",Gas (mcf),1884
2003,Federal,Onshore,Mississippi,Jones,"28067","",Oil (bbl),627
2003,Federal,Onshore,Mississippi,Lamar,"28073","",Gas (mcf),4422
2003,Federal,Onshore,Mississippi,Lamar,"28073","",Oil (bbl),23062
2003,Federal,Onshore,Mississippi,Lawrence,"28077","",Gas (mcf),1107
2003,Federal,Onshore,Mississippi,Lawrence,"28077","",Oil (bbl),10
2003,Federal,Onshore,Mississippi,Lowndes,"28087","",Gas (mcf),135028
2003,Federal,Onshore,Mississippi,Lowndes,"28087","",Oil (bbl),407
2003,Federal,Onshore,Mississippi,Monroe,"28095","",Gas (mcf),159930
2003,Federal,Onshore,Mississippi,Monroe,"28095","",Oil (bbl),3
2003,Federal,Onshore,Mississippi,Pearl River,"28109","",Gas (mcf),31099
2003,Federal,Onshore,Mississippi,Pearl River,"28109","",Oil (bbl),7037
2003,Federal,Onshore,Mississippi,Perry,"28111","",Gas (mcf),67428
2003,Federal,Onshore,Mississippi,Perry,"28111","",Oil (bbl),236333
2003,Federal,Onshore,Mississippi,Scott,"28123","",Oil (bbl),10316
2003,Federal,Onshore,Mississippi,Stone,"28131","",Gas (mcf),98974
2003,Federal,Onshore,Mississippi,Wayne,"28153","",Gas (mcf),70067
2003,Federal,Onshore,Mississippi,Wayne,"28153","",Oil (bbl),74280
2003,Federal,Onshore,Mississippi,Wilkinson,"28157","",Gas (mcf),104976
2003,Federal,Onshore,Mississippi,Wilkinson,"28157","",Oil (bbl),9287
2003,Federal,Onshore,Missouri,Dent,"29065","",Copper concentrate,1885
2003,Federal,Onshore,Missouri,Dent,"29065","",Lead concentrate,31009
2003,Federal,Onshore,Missouri,Dent,"29065","",Zinc concentrate,7118
2003,Federal,Onshore,Missouri,Iron,"29093","",Copper concentrate,5569
2003,Federal,Onshore,Missouri,Iron,"29093","",Lead concentrate,40975
2003,Federal,Onshore,Missouri,Iron,"29093","",Zinc concentrate,8512
2003,Federal,Onshore,Missouri,Reynolds,"29179","",Copper concentrate,2136
2003,Federal,Onshore,Missouri,Reynolds,"29179","",Lead concentrate,199573
2003,Federal,Onshore,Missouri,Reynolds,"29179","",Zinc concentrate,53926
2003,Federal,Onshore,Montana,Big Horn,"30003","",Coal,14097625
2003,Federal,Onshore,Montana,Big Horn,"30003","",Gas (mcf),619667
2003,Federal,Onshore,Montana,Blaine,"30005","",Gas (mcf),3177585
2003,Federal,Onshore,Montana,Blaine,"30005","",Oil (bbl),37275
2003,Federal,Onshore,Montana,Carbon,"30009","",Gas (mcf),1215169
2003,Federal,Onshore,Montana,Carbon,"30009","",Oil (bbl),555550
2003,Federal,Onshore,Montana,Carter,"30011","",Oil (bbl),21013
2003,Federal,Onshore,Montana,Chouteau,"30015","",Gas (mcf),573261
2003,Federal,Onshore,Montana,Custer,"30017","",Gas (mcf),54484
2003,Federal,Onshore,Montana,Dawson,"30021","",Gas (mcf),100641
2003,Federal,Onshore,Montana,Dawson,"30021","",Oil (bbl),327789
2003,Federal,Onshore,Montana,Fallon,"30025","",Gas (mcf),5159035
2003,Federal,Onshore,Montana,Fallon,"30025","",Oil (bbl),2323926
2003,Federal,Onshore,Montana,Fergus,"30027","",Gas (mcf),24230
2003,Federal,Onshore,Montana,Garfield,"30033","",Oil (bbl),4626
2003,Federal,Onshore,Montana,Glacier,"30035","",Gas (mcf),13292
2003,Federal,Onshore,Montana,Glacier,"30035","",Oil (bbl),5756
2003,Federal,Onshore,Montana,Hill,"30041","",Gas (mcf),220233
2003,Federal,Onshore,Montana,Liberty,"30051","",Gas (mcf),140734
2003,Federal,Onshore,Montana,Liberty,"30051","",Oil (bbl),6817
2003,Federal,Onshore,Montana,Musselshell,"30065","",Oil (bbl),6687
2003,Federal,Onshore,Montana,Petroleum,"30069","",Oil (bbl),17430
2003,Federal,Onshore,Montana,Phillips,"30071","",Gas (mcf),9207266
2003,Federal,Onshore,Montana,Pondera,"30073","",Gas (mcf),11359
2003,Federal,Onshore,Montana,Powder River,"30075","",Gas (mcf),35263
2003,Federal,Onshore,Montana,Powder River,"30075","",Oil (bbl),29999
2003,Federal,Onshore,Montana,Prairie,"30079","",Gas (mcf),32304
2003,Federal,Onshore,Montana,Prairie,"30079","",Oil (bbl),161851
2003,Federal,Onshore,Montana,Richland,"30083","",Coal,142825
2003,Federal,Onshore,Montana,Richland,"30083","",Gas (mcf),197930
2003,Federal,Onshore,Montana,Richland,"30083","",Oil (bbl),201427
2003,Federal,Onshore,Montana,Roosevelt,"30085","",Gas (mcf),7932
2003,Federal,Onshore,Montana,Roosevelt,"30085","",Oil (bbl),6401
2003,Federal,Onshore,Montana,Rosebud,"30087","",Coal,7687487
2003,Federal,Onshore,Montana,Rosebud,"30087","",Gas (mcf),1340
2003,Federal,Onshore,Montana,Rosebud,"30087","",Oil (bbl),18383
2003,Federal,Onshore,Montana,Sheridan,"30091","",Gas (mcf),38722
2003,Federal,Onshore,Montana,Sheridan,"30091","",Oil (bbl),49041
2003,Federal,Onshore,Montana,Stillwater,"30095","",Oil (bbl),13
2003,Federal,Onshore,Montana,Toole,"30101","",Gas (mcf),238941
2003,Federal,Onshore,Montana,Toole,"30101","",Oil (bbl),48332
2003,Federal,Onshore,Montana,Valley,"30105","",Gas (mcf),1423574
2003,Federal,Onshore,Montana,Wibaux,"30109","",Gas (mcf),266001
2003,Federal,Onshore,Montana,Wibaux,"30109","",Oil (bbl),129534
2003,Federal,Onshore,Montana,Yellowstone,"30111","",Oil (bbl),96
2003,Federal,Onshore,Nebraska,Cheyenne,"31033","",Gas (mcf),3131
2003,Federal,Onshore,Nebraska,Cheyenne,"31033","",Oil (bbl),35172
2003,Federal,Onshore,Nebraska,Dundy,"31057","",Oil (bbl),489
2003,Federal,Onshore,Nebraska,Hitchcock,"31087","",Oil (bbl),6129
2003,Federal,Onshore,Nebraska,Kimball,"31105","",Gas (mcf),33
2003,Federal,Onshore,Nebraska,Kimball,"31105","",Oil (bbl),6446
2003,Federal,Onshore,Nebraska,Red Willow,"31145","",Oil (bbl),4
2003,Federal,Onshore,Nevada,Churchill,"32001","",Geothermal - direct use (hundreds of gallons),79971425
2003,Federal,Onshore,Nevada,Churchill,"32001","",Geothermal - electrical generation (kilowatt hours),610972587
2003,Federal,Onshore,Nevada,Clark,"32003","",Sand/gravel,459714
2003,Federal,Onshore,Nevada,Eureka,"32011","",Geothermal - electrical generation (kilowatt hours),2852857
2003,Federal,Onshore,Nevada,Eureka,"32011","",Oil (bbl),52026
2003,Federal,Onshore,Nevada,Lander,"32015","",Geothermal - electrical generation (kilowatt hours),47025647
2003,Federal,Onshore,Nevada,Nye,"32023","",Gas (mcf),6123
2003,Federal,Onshore,Nevada,Nye,"32023","",Oil (bbl),444801
2003,Federal,Onshore,Nevada,Washoe,"32031","",Geothermal - electrical generation (kilowatt hours),28036510
2003,Federal,Onshore,New Mexico,Chaves,"35005","",Gas (mcf),12342454
2003,Federal,Onshore,New Mexico,Chaves,"35005","",Oil (bbl),201924
2003,Federal,Onshore,New Mexico,Dona Ana,"35013","",Geothermal - direct use (hundreds of gallons),4160
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Brine barrels,28321
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Gas (mcf),212776081
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Langbeinite,839326
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Muriate of potash-granular,256830
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Muriate of potash-standard,80802
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Oil (bbl),19784055
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Potash,267979
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Potassium sulphate-standard,128353
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Salt,260806
2003,Federal,Onshore,New Mexico,Harding,"35021","",Gas (mcf),3091074
2003,Federal,Onshore,New Mexico,Lea,"35025","",Brine barrels,30527
2003,Federal,Onshore,New Mexico,Lea,"35025","",Gas (mcf),58169966
2003,Federal,Onshore,New Mexico,Lea,"35025","",Oil (bbl),9122917
